case,path,classification,digest_basis,common_sha256,reference_sha256,candidate_sha256
RuurloGrass,denitrif.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,edc57b0f4fc30f0ce56a113dba5ffadd1d4aad893a89553a9b0191e58fdaafb5,,
RuurloGrass,discharge.out,EQUAL_RAW,RAW_BYTES,76dd9d7817fca7262a485bf665b1df48ead94011a9dfe100fe4ee9111f6fe282,,
RuurloGrass,grass-Yr.Out,EQUAL_RAW,RAW_BYTES,2987624f0c80a6c6816b46081349779efed47c073ecd08b09ba75eb38bd3c228,,
RuurloGrass,grass.Out,EQUAL_RAW,RAW_BYTES,0da2ab8beb50866aafe80a3fd7842889cb8e81e470479417b46329ce6d48c83f,,
RuurloGrass,miner-N.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,d5b6148757c859b5c3847386bd0552988a8a3d05271743bef484b72a4c112904,,
RuurloGrass,moisture.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,7ee2985c61f3af9d27012899d1701d21d47740058beb710f9ff376460e9a9903,,
RuurloGrass,nitrate.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,10c3be86c334d4d069742a33584029c8a92c98926d378876c2d44a499fb8e99b,,
RuurloGrass,orqcn-P.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,a3db07c68c36f25044feb61a54ffe91a31188e0917729e2ff6bc411feff61a71,,
RuurloGrass,oxygen.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,cce728585155f7e52848a705cea4b11b4afd78daf4ddc1fc869e4b2e091dc0bf,,
RuurloGrass,solid-N.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,8f086df7ea59a83b64829644dd571ae7d8f945096ffb4c33eec076e85e61cd9a,,
RuurloGrass,solu-DOM.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,5973686d8a76a1f6b5e3d5401d9d2ce0b6c57cf8923ba45ee15af34e3b32b0e1,,
RuurloGrass,solu-SDO.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,f1b0468a316aa28df75690c3b94be70fbb140be582f158e20f2f2675b47fad32,,
RuurloGrass,sorb-DOM.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,59e95420d0e3ecebeece4fd0ab93c8a655e14238cea92d1fa505b84998f0d3fe,,
RuurloGrass,sorb-SDO.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,2da76972ad0ac5e1ca5b6e112f24383c53bb7626344cd573c87015317ee1ac25,,
RuurloGrass,sorbed-N.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,6e92e4cbe6b89f6005ca811f289670bbf0d556fe484c20351cfb4d0d49fee84b,,
RuurloGrass,temperature.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,f42711377f64d1b09f4601977da5d8219dd8ddcbeaf34817b2ddc829d3dae193,,
RuurloGrass,total-DOM.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,623cef73be2e98d3b97faedf139319dddc1124d74b14e970df460fd7b011921e,,
RuurloGrass,total-N.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,78438bcbc0702a5e2d3c4cb75dd7d7caadf5c6e88996ab40b497f0dc1647af4e,,
RuurloGrass,total-SDO.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,3d84a88ae24f17daaa959d691002372b43c2081550388bb77b56c2f8043a2192,,
RuurloGrass,transfomGP.Out,EQUAL_RAW,RAW_BYTES,981b3c0143d02e3e60983e09ce9eb019c23e47b41ee15d6434de27bcad000b18,,
RuurloGrass,transfomRP.Out,EQUAL_RAW,RAW_BYTES,0a1774b00011ba6800eab7361256c739be071eedbbcc2d1ffdb0f933d3385116,,
RuurloGrass,transfomTP.Out,EQUAL_RAW,RAW_BYTES,7c116e64569cd0a20e657b631fe85f3c442d5e9b075927bab629d6d302ae1ac2,,
RuurloGrass,transfonGP.Out,EQUAL_RAW,RAW_BYTES,6aa0992427c29572ee00bd1357b6678e126fa74502dd518638977510b22987eb,,
RuurloGrass,transfonRP.Out,EQUAL_RAW,RAW_BYTES,d9c85a7dac8146d21d84b71a93a58ae80589df992dd970648d794378bd903bf5,,
RuurloGrass,transfonTP.Out,EQUAL_RAW,RAW_BYTES,1172f2ceadb51f470a71a8dbec50cd56bb9071fd0c9b8a7d813b3198971d625e,,
STONE_akk_0006.2001.2015,Animoinputs.Out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,47fc0ad981a0f3b77d30a4d454fcc8218021b38466b764f4d437dfcdc17edae8,,
STONE_akk_0006.2001.2015,PClassYearSwitch.out,EQUAL_RAW,RAW_BYTES,49df6d96351b6fa89c41d690741fcbe56eb5ad3c7ee1367fcc85d1ffa8a028f4,,
STONE_akk_0006.2001.2015,ammonium.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,58d30f1c3c5f676d46ca8004366066cf943ee1a91454500c1d99e4fd794cd732,,
STONE_akk_0006.2001.2015,ani_nGP.Bal,EQUAL_RAW,RAW_BYTES,ea36bf8c7f1de63ecf76651e4e0bf5dc61214f6176f1adcea36cdef1774f7b8f,,
STONE_akk_0006.2001.2015,ani_nRP.Bal,EQUAL_RAW,RAW_BYTES,004fc9fcc29963f74935fe15ad5abf3c953a406cee098f12dd120ae704a41d46,,
STONE_akk_0006.2001.2015,ani_nTP.Bal,EQUAL_RAW,RAW_BYTES,fb5b02f5b1ed1f4b2d8a4b1c11ad3049e3aa623437b2e9fefc74c24b6653c7da,,
STONE_akk_0006.2001.2015,ani_omGP.Bal,EQUAL_RAW,RAW_BYTES,b3322351895b10b9b8d1116ec0adfabf4ef5b8cd33cab41d865e412e5610cac6,,
STONE_akk_0006.2001.2015,ani_omRP.Bal,EQUAL_RAW,RAW_BYTES,dfeee7264befce9e7c02549e23180c8ce563133a134bf43d47c390a49bd86190,,
STONE_akk_0006.2001.2015,ani_omTP.Bal,EQUAL_RAW,RAW_BYTES,6c8125e438ad7ecd5d11d45b20bfb945de91c8c2a1a2871802a0131f8a91792a,,
STONE_akk_0006.2001.2015,ani_pGP.Bal,EQUAL_RAW,RAW_BYTES,192b2182dea2576a4a77585faf589674fc23e12a4ed1ad955661dc1d13b41e6b,,
STONE_akk_0006.2001.2015,ani_pRP.Bal,EQUAL_RAW,RAW_BYTES,425deb358dafd65974b92f4796520aad53915e0eef2abf4ca8a20a14aaddbe59,,
STONE_akk_0006.2001.2015,ani_pTP.Bal,EQUAL_RAW,RAW_BYTES,1f7b366a68ab7edda524e44628662f0d06064503cf780ce43f2b8478766b4d0d,,
STONE_akk_0006.2001.2015,ani_waGP.Bal,EQUAL_RAW,RAW_BYTES,4cf228d54b3aeeed360b045fa3923366ceb62fb9e304153e812d642b22a79fee,,
STONE_akk_0006.2001.2015,ani_waRP.Bal,EQUAL_RAW,RAW_BYTES,99f8bb25be50a1e120621a3e8b2b1fcbf5468817b4ba553dd22ae016d5cf94ad,,
STONE_akk_0006.2001.2015,ani_waTP.Bal,EQUAL_RAW,RAW_BYTES,31cf750552aebc4e101cc592b6ec02cfce30d30762a73473efd6765bd89c2139,,
STONE_akk_0006.2001.2015,animointermediate.Out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,dc242dd269912de24d5d941ad4c9f1e7866d6d364223b0b1704f7e98fb9b6f38,,
STONE_akk_0006.2001.2015,banhGP.Out,EQUAL_RAW,RAW_BYTES,6181b5b166b14855853d8f7b4488f4f8f44ebb9596e13e64c5d723fa694eb77e,,
STONE_akk_0006.2001.2015,banhRP.Out,EQUAL_RAW,RAW_BYTES,598ab04f48d07691b978d2d71658767e7b59391d8fbcaee1e0256d61a26d2e55,,
STONE_akk_0006.2001.2015,banhTP.Out,EQUAL_RAW,RAW_BYTES,b240a6e819f756586d57a88309b8ebeb16a9e78bdeb9c39e96bd945c91ef2f0f,,
STONE_akk_0006.2001.2015,baniGP.Out,EQUAL_RAW,RAW_BYTES,76281aab7145acb769a40c6d43d8870f6be3ddab3f1334160b451189b9cf3b24,,
STONE_akk_0006.2001.2015,baniRP.Out,EQUAL_RAW,RAW_BYTES,f33140ac000e38dbb46947797c00bf9744df7860d09d9404ebf37ca782ce7079,,
STONE_akk_0006.2001.2015,baniTP.Out,EQUAL_RAW,RAW_BYTES,9d53bbff89fd346ded91db35f70d824d5441df3a4075ee99607e4b6d092a698f,,
STONE_akk_0006.2001.2015,banoGP.Out,EQUAL_RAW,RAW_BYTES,b49f511bc76e84188beb7ce64c3b49bf1e6022beea817c3d994158728e25d2d0,,
STONE_akk_0006.2001.2015,banoRP.Out,EQUAL_RAW,RAW_BYTES,6b913c7d354632aa63adc3488ecaf69db9d723cc0ae6b1f38e99e555620cbfb2,,
STONE_akk_0006.2001.2015,banoTP.Out,EQUAL_RAW,RAW_BYTES,6137b15b33e4b97a398de4d6da53a1780f7a50788ce0d8256d291b187654f3de,,
STONE_akk_0006.2001.2015,baomGP.Out,EQUAL_RAW,RAW_BYTES,15de3fa9672353a9a5421a35f15ef0e95a15e755cd6864af3870fc3a1562e19e,,
STONE_akk_0006.2001.2015,baomRP.Out,EQUAL_RAW,RAW_BYTES,73b0d3ea9442f527f3e21a17a1cba4793a7ef7a5d474c4bc055d8feb1378ddaa,,
STONE_akk_0006.2001.2015,baomTP.Out,EQUAL_RAW,RAW_BYTES,242dcd69bd2b7b31b86863d9544edf2442b97e51c1bf6148576d0ba95231b24f,,
STONE_akk_0006.2001.2015,bapoGP.Out,EQUAL_RAW,RAW_BYTES,a5bdfb074a2fcc8bda8a29de02080df47b72816be895da1d2aedc1e53e93a621,,
STONE_akk_0006.2001.2015,bapoRP.Out,EQUAL_RAW,RAW_BYTES,571f336fbb0d4ca804fd13e1379d03de77d61d6c03329d5160145b0eee0e9b53,,
STONE_akk_0006.2001.2015,bapoTP.Out,EQUAL_RAW,RAW_BYTES,420a0321f0dea8d65c0751de4c4a7394c20a8848a195731fce6556bf1a90ecbe,,
STONE_akk_0006.2001.2015,bappGP.Out,EQUAL_RAW,RAW_BYTES,271dee21860e4084020bb54b10dfa482a1b9d133e634c38a0f3ea71bfbb45fad,,
STONE_akk_0006.2001.2015,bappRP.Out,EQUAL_RAW,RAW_BYTES,0e9f87bf86871fbb1861f51cef2b8f515ea8ada8fbe040e06c7f5b633395045f,,
STONE_akk_0006.2001.2015,bappTP.Out,EQUAL_RAW,RAW_BYTES,d7dcca7b2943dbbac3a717c56eb58e8c68bb3b6e6b9ff61441bb6b92b45a3f19,,
STONE_akk_0006.2001.2015,bawaGP.Out,EQUAL_RAW,RAW_BYTES,2330b05e126c1e3e6cf34e9e3ebbf9321788725325b65bfba1f75f43d06b12ea,,
STONE_akk_0006.2001.2015,bawaRP.Out,EQUAL_RAW,RAW_BYTES,90606dfbd95ce8caec130490c5ad7f0c9bff5042d87166d96072190d5ddfe56d,,
STONE_akk_0006.2001.2015,bawaTP.Out,EQUAL_RAW,RAW_BYTES,55de659c09c0d8a2b66306d8a803492df49136c2fb67487b27d47b908533a57c,,
STONE_akk_0006.2001.2015,discharge.out,EQUAL_RAW,RAW_BYTES,ad22cf21945263c39523280897e6870ae828027dc4f0f2fb71301f722f1df171,,
STONE_akk_0006.2001.2015,initial.out,EQUAL_RAW,RAW_BYTES,d97c742a2f2b55efc30292f44f78103d5e1570ae89819cf3bed8214e4525c20f,,
STONE_akk_0006.2001.2015,message.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,d8c54ff517e9e9d5ca8c95e4c2211aa80365753c407afc9dbdfbf1e259ad8b93,,
STONE_akk_0006.2001.2015,miner-N.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,165c3adc7559ea2c3f0839a95c33b6d90e4a4801707facc5f784c5adbc64b843,,
STONE_akk_0006.2001.2015,nitrate.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,ad7927761f466f5576d58225ca6a5d1b92d65680388b5ed567276434478807ef,,
STONE_akk_0006.2001.2015,pal-P.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,39dd50c12f00af35a0439282da212a5ae7bfaac527e26d0a70fdbcf8a1f82161,,
STONE_akk_0006.2001.2015,pw-P.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,d35b205a8d61b326c9b62c845765b7b3931446297d214628c03c2140df49719f,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,Animoinputs.Out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,a5dffb76d21393f7dac23e8a8b0d8deb03a20279e5b7256c71b6ac3237ae20f5,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,ani_nTP.Bal,EQUAL_RAW,RAW_BYTES,0ae7648c02e343c1d2311447edceefa2f4c41c07239e4332184720544c3d35c1,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,ani_omTP.Bal,EQUAL_RAW,RAW_BYTES,b947a5e0b0ab4884b028bbf5fae35e5d5b7b4f48101c5c2a110c288b2a0463d2,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,ani_pTP.Bal,EQUAL_RAW,RAW_BYTES,b1a95ac6a81456d2b0ca345b76957215800a862aa419289e5cfa473201cfb28f,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,ani_waTP.Bal,EQUAL_RAW,RAW_BYTES,00939c19363b0e8778ac113279ef1a28875c21318b5bffd0321c4e8e2f6e83d2,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,animointermediate.Out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,dc242dd269912de24d5d941ad4c9f1e7866d6d364223b0b1704f7e98fb9b6f38,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,banhTP.Out,EQUAL_RAW,RAW_BYTES,daed8ffd5ea95c9d7256bfb87fe98871771b3ced4210f29628eda2fd7f1b5005,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,baniTP.Out,EQUAL_RAW,RAW_BYTES,ee0f3a67f1d5cb806ad7cad26ec7b4d3dad20bd3b09e47b38f7bf60b0d90744d,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,banoTP.Out,EQUAL_RAW,RAW_BYTES,f3ff22663ce1508e069f2d8f0acec78175a167ae6e68937cda51e3e8a4adcebd,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,baomTP.Out,EQUAL_RAW,RAW_BYTES,75240b527d8071a2277de79a663e0864a805519f7125cee85b4542907e45a482,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,bapoTP.Out,EQUAL_RAW,RAW_BYTES,3c56b570a17affca2ca00c1c22e4feb044a52af5380f63735493f6154e75c499,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,bappTP.Out,EQUAL_RAW,RAW_BYTES,6e11054844ee77837778002322e81cad2bdab432bd71421e80b62fc2296888d9,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,bawaTP.Out,EQUAL_RAW,RAW_BYTES,e4398d0d0cdd5e924c3f499785f7a9e574629b4528944d03bf3df3c53672b3d4,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,discharge.out,EQUAL_RAW,RAW_BYTES,e48352328770f0a7c366ea6512e8e446bdbe173d3fa54eb8de5679c4c7947a3f,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,initial.out,EQUAL_RAW,RAW_BYTES,8b38fae46472ba82fb5fc1701edb61c7ae9abf9279bec3f5700f55791b008e9a,,
Zuiderzeeland_MeeuwenTocht_1_Akkerbouw_AWA,message.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,5ab200202a55750b3b13ed6096b1f6136a33ddd6442232d900fb11d326e68e5d,,
