case,path,classification,digest_basis,common_sha256,reference_sha256,candidate_sha256
LWKM_gras_1040.2021.2045,bappRP.Out,EQUAL_RAW,RAW_BYTES,2da637c02120a067093f602f291154fcedcbca1aaa8f7e162c3ad3ee2a5669c7,,
LWKM_gras_1040.2021.2045,bappTP.Out,EQUAL_RAW,RAW_BYTES,ff1f1c29cbd75291bd074fe1d23c51051f3a06ec79e02d2e71a6c6a77fa8e063,,
LWKM_gras_1040.2021.2045,bawaGP.Out,DIFFERENT_WHITELISTED,DECLARED_VOLATILE_NORMALIZED_BYTES,,08a45f2d105aa3a29de5cbfaafea5d76f667b4dec3a75fdcc3f5b41babb9154d,34d5136372734836dd1933a845014de58d2501e07ef25f0613b6fbcf851d788f
LWKM_gras_1040.2021.2045,bawaRP.Out,DIFFERENT_WHITELISTED,DECLARED_VOLATILE_NORMALIZED_BYTES,,9c2c7e26dda8b4b2e956e0407635296e88a95139c2777ac30ae7fbdcab6d868b,a19e341636abea2987dc375a6048a5a004f11a073b19cd69f8ac58abf177e1b9
LWKM_gras_1040.2021.2045,bawaTP.Out,DIFFERENT_WHITELISTED,DECLARED_VOLATILE_NORMALIZED_BYTES,,c8154b565bcdea2e2887307da1d1626472a8ca7335398b43688659160f1caa2b,61f0623b9f5bd081b450cf05ab65c6f8f480552b5c45e62e72c367c070c982ef
LWKM_gras_1040.2021.2045,discharge.out,EQUAL_RAW,RAW_BYTES,d67ecf1f82796c52f4fbe5af1b1295363a705247c7643b0c42c4cea474f5775c,,
LWKM_gras_1040.2021.2045,initial.out,EQUAL_RAW,RAW_BYTES,c56ec44bcfcefcc36962d6b543009b684d7b722e99afe73add43f53185026018,,
LWKM_gras_1040.2021.2045,message.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,2f4f187d81ec86bbd3d771eae3442b31732b0bc9ced6e01aca61c77497b0a539,,
LWKM_gras_1040.2021.2045,miner-N.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,e2c39efe9fd091bb9851af696d48673dcc54b1110e0cea2bc06599cbdf87a501,,
LWKM_gras_1040.2021.2045,nitrate.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,7c6bbfc75a9a3099a6f63a8b05818cff4a1faa4483a4ddd2d05d82ecce309d40,,
LWKM_gras_1040.2021.2045,pal-P.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,2800844dbb1fc3a32acb0fb3bb579155a8dadad60c33157781db7cd5293dadf3,,
LWKM_gras_1040.2021.2045,pw-P.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,c300c088257a978d43523c91604a280fff60f6ba729f092fc56a25c084eaea44,,
LWKM_gras_1040.2021.2045,transfomGP.Out,EQUAL_RAW,RAW_BYTES,f0b90d6566473c45cabe787f4d9b922e0dcf476f8e76f58ff8b9cf782d1649ef,,
LWKM_gras_1040.2021.2045,transfomRP.Out,EQUAL_RAW,RAW_BYTES,12791dd5281bcf9c98490e8dd4311b9f2ce35e815a219235ba075ece708af8d0,,
LWKM_gras_1040.2021.2045,transfomTP.Out,EQUAL_RAW,RAW_BYTES,990a46baf3b648aa739bee0f285963feb77fc600c15bef2457c443bc2eea6df1,,
LWKM_gras_1040.2021.2045,transfonGP.Out,EQUAL_RAW,RAW_BYTES,848735b99466a3ae1c29264197db6807dbabcc1531315130e8fdf687c894f38c,,
LWKM_gras_1040.2021.2045,transfonRP.Out,EQUAL_RAW,RAW_BYTES,765a3dce5443d034721fee6714ad15a55e5020bf4a95ac272aded16b45578c88,,
LWKM_gras_1040.2021.2045,transfonTP.Out,EQUAL_RAW,RAW_BYTES,bd7203de4f0f5a3869b188dd861513bd36d4989c5109de2adc301fed164f92c4,,
LWKM_gras_1040.2021.2045,transfopGP.Out,EQUAL_RAW,RAW_BYTES,73965f5a6670b57c30ba328f4f6b14c239972c3f77f7647b9b3da417be3e7b94,,
LWKM_gras_1040.2021.2045,transfopRP.Out,EQUAL_RAW,RAW_BYTES,18ced9c9de19da4ad9755c2bfbd09942069c0002dfd487022880601639a3a909,,
LWKM_gras_1040.2021.2045,transfopTP.Out,EQUAL_RAW,RAW_BYTES,ff95d2c294f551365d7e78e93805eb0c75f1a65c17fa965d062b085b54c7cad7,,
Puitmijn_Cranendonck_60,Animoinputs.Out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,b18526d6b6137c32ef62a23bd0329eec982e27ece9639e94cd6b028adcc63fba,,
Puitmijn_Cranendonck_60,Diss-Por.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,762b19d1e04cdf0b65c10d3f5489d6626839b7f311c12d4696f3b29ac1c341d0,,
Puitmijn_Cranendonck_60,ammonium.out,EQUAL_DECLARED_VOLATILE_NORMALIZATION_ONLY,DECLARED_VOLATILE_NORMALIZED_BYTES,02edc3d7a8e1840c15740f418a558892c89477792355b10865372c0d5ec4d5d2,,
Puitmijn_Cranendonck_60,ani_nL1.Bal,EQUAL_RAW,RAW_BYTES,74c42af0de86c7a06c9050dd6169c0cb0455924e5bdb814ba8cff28c20fd369e,,
Puitmijn_Cranendonck_60,ani_nL2.Bal,EQUAL_RAW,RAW_BYTES,5c7529d901052c418f3bf5f86fccef428dbfb0817e9ce603588998a554282d89,,
Puitmijn_Cranendonck_60,ani_nL3.Bal,EQUAL_RAW,RAW_BYTES,940a024e90cb15bc719e1bade01920bd47d7cba442e3c80f088b481fd45f5e3e,,
Puitmijn_Cranendonck_60,ani_nLB.Bal,EQUAL_RAW,RAW_BYTES,7495460a51792bef3369de35087afbb1764805adc0977551fb81a5d0749f3832,,
